player,position,game_date,tackles,meters_run,try_assists,fatigue_score,injury_status,total_distance,high_speed_runs,max_acceleration
Tyson Smoothy,Hooker,2025-06-30 02:40:00,29.0,119.0,1.0,91.48459,0.0,3867.7866,49.0,4.832414
Tyson Smoothy,Hooker,2025-06-30 02:40:00,43.0,52.0,1.0,36.23939,0.0,3867.7866,49.0,4.832414
Tyson Smoothy,Hooker,2025-06-30 02:40:00,37.0,120.0,1.0,58.058834,0.0,3867.7866,49.0,4.832414
Tyson Smoothy,Hooker,2025-06-30 02:40:00,5.0,42.0,2.0,63.22643,0.0,3867.7866,49.0,4.832414
Tyson Smoothy,Hooker,2025-06-30 02:40:00,31.0,29.0,2.0,1.3094456,0.0,3867.7866,49.0,4.832414
Tyson Smoothy,Hooker,2025-06-30 02:40:00,17.0,88.0,1.0,66.35374,0.0,3867.7866,49.0,4.832414
Tyson Smoothy,Hooker,2025-06-30 02:40:00,45.0,119.0,3.0,17.803596,0.0,3867.7866,49.0,4.832414
Tyson Smoothy,Hooker,2025-06-30 02:40:00,7.0,53.0,0.0,96.10703,0.0,3867.7866,49.0,4.832414
Tyson Smoothy,Hooker,2025-06-30 02:40:00,43.0,199.0,0.0,14.866273,0.0,3867.7866,49.0,4.832414
Martin Taupau,Prop,2025-07-24 08:00:00,10.0,157.0,3.0,41.462414,0.0,4285.629,52.0,4.956087
Martin Taupau,Prop,2025-07-24 08:00:00,12.0,166.0,1.0,8.534966,0.0,4285.629,52.0,4.956087
Martin Taupau,Prop,2025-07-24 08:00:00,31.0,115.0,2.0,99.68742,0.0,4285.629,52.0,4.956087
Martin Taupau,Prop,2025-07-24 08:00:00,13.0,20.0,0.0,50.2195,0.0,4285.629,52.0,4.956087
Martin Taupau,Prop,2025-07-24 08:00:00,41.0,88.0,4.0,59.5385,0.0,4285.629,52.0,4.956087
Martin Taupau,Prop,2025-07-24 08:00:00,37.0,23.0,4.0,6.707648,0.0,4285.629,52.0,4.956087
Martin Taupau,Prop,2025-07-24 08:00:00,46.0,35.0,3.0,74.99605,0.0,4285.629,52.0,4.956087
Martin Taupau,Prop,2025-07-24 08:00:00,48.0,43.0,1.0,20.990559,0.0,4285.629,52.0,4.956087
Martin Taupau,Prop,2025-07-24 08:00:00,28.0,99.0,0.0,89.80543,0.0,4285.629,52.0,4.956087
Martin Taupau,Prop,2025-07-24 08:00:00,19.0,21.0,1.0,20.513964,0.0,4285.629,52.0,4.956087
Ben Te Kura,Prop,2025-07-24 08:00:00,36.0,147.0,0.0,19.068771,0.0,4084.5698,51.0,4.920385
Ben Te Kura,Prop,2025-07-24 08:00:00,36.0,179.0,3.0,3.6549668,0.0,4084.5698,51.0,4.920385
Ben Te Kura,Prop,2025-07-24 08:00:00,28.0,103.0,3.0,47.206696,0.0,4084.5698,51.0,4.920385
Ben Te Kura,Prop,2025-07-24 08:00:00,45.0,171.0,4.0,56.48411,0.0,4084.5698,51.0,4.920385
Ben Te Kura,Prop,2025-07-24 08:00:00,16.0,159.0,1.0,6.5708637,0.0,4084.5698,51.0,4.920385
Ben Te Kura,Prop,2025-07-24 08:00:00,43.0,197.0,4.0,77.552765,0.0,4084.5698,51.0,4.920385
Ben Te Kura,Prop,2025-07-24 08:00:00,6.0,182.0,1.0,45.328884,0.0,4084.5698,51.0,4.920385
Ben Te Kura,Prop,2025-07-24 08:00:00,7.0,143.0,4.0,52.439026,0.0,4084.5698,51.0,4.920385
Ben Te Kura,Prop,2025-07-24 08:00:00,41.0,52.0,2.0,44.076275,0.0,4084.5698,51.0,4.920385
Ben Te Kura,Prop,2025-07-24 08:00:00,21.0,180.0,2.0,40.076305,0.0,4084.5698,51.0,4.920385
Fletcher Baker,Prop,2025-07-24 08:00:00,6.0,198.0,2.0,55.964035,0.0,4161.833,54.0,4.898675
Fletcher Baker,Prop,2025-07-24 08:00:00,6.0,190.0,2.0,15.524025,0.0,4161.833,54.0,4.898675
Fletcher Baker,Prop,2025-07-24 08:00:00,32.0,120.0,0.0,18.192814,0.0,4161.833,54.0,4.898675
Fletcher Baker,Prop,2025-07-24 08:00:00,27.0,31.0,2.0,86.17856,0.0,4161.833,54.0,4.898675
Fletcher Baker,Prop,2025-07-24 08:00:00,41.0,86.0,3.0,94.61155,0.0,4161.833,54.0,4.898675
Fletcher Baker,Prop,2025-07-24 08:00:00,36.0,84.0,3.0,37.330933,0.0,4161.833,54.0,4.898675
Fletcher Baker,Prop,2025-07-24 08:00:00,37.0,180.0,0.0,27.074467,1.0,4161.833,54.0,4.898675
Fletcher Baker,Prop,2025-07-24 08:00:00,5.0,187.0,2.0,64.399956,0.0,4161.833,54.0,4.898675
Fletcher Baker,Prop,2025-07-24 08:00:00,23.0,93.0,2.0,40.873417,0.0,4161.833,54.0,4.898675
Fletcher Baker,Prop,2025-07-24 08:00:00,6.0,62.0,2.0,2.5386355,0.0,4161.833,54.0,4.898675
Kobe Hetherington,Second-row,2025-08-17 13:20:00,48.0,63.0,4.0,15.61526,0.0,3759.508,46.0,4.9869847
Kobe Hetherington,Second-row,2025-08-17 13:20:00,30.0,48.0,1.0,71.59722,0.0,3759.508,46.0,4.9869847
Kobe Hetherington,Second-row,2025-08-17 13:20:00,36.0,160.0,4.0,65.892395,0.0,3759.508,46.0,4.9869847
Kobe Hetherington,Second-row,2025-08-17 13:20:00,10.0,31.0,1.0,2.7095993,0.0,3759.508,46.0,4.9869847
Kobe Hetherington,Second-row,2025-08-17 13:20:00,36.0,114.0,2.0,22.197216,0.0,3759.508,46.0,4.9869847
Kobe Hetherington,Second-row,2025-08-17 13:20:00,8.0,65.0,2.0,23.10748,1.0,3759.508,46.0,4.9869847
Kobe Hetherington,Second-row,2025-08-17 13:20:00,15.0,149.0,4.0,67.18928,0.0,3759.508,46.0,4.9869847
Kobe Hetherington,Second-row,2025-08-17 13:20:00,21.0,54.0,4.0,1.9710537,0.0,3759.508,46.0,4.9869847
Kobe Hetherington,Second-row,2025-08-17 13:20:00,42.0,100.0,1.0,10.410858,1.0,3759.508,46.0,4.9869847
Kobe Hetherington,Second-row,2025-08-17 13:20:00,28.0,109.0,3.0,79.99161,0.0,3759.508,46.0,4.9869847
Jack Gosiewski,Second-row,2025-08-17 13:20:00,9.0,27.0,1.0,17.854465,1.0,4039.1516,51.0,4.921717
Jack Gosiewski,Second-row,2025-08-17 13:20:00,38.0,112.0,4.0,65.27461,0.0,4039.1516,51.0,4.921717
