player,game_date,timestamp,x_pos,y_pos,speed,acceleration
Reece Walsh,2025-03-01 00:00:00,9,48.666893,36.79574,1.6844056,-0.64494973
Reece Walsh,2025-03-01 00:00:00,0,87.34232,41.146088,7.604646,-4.276515
Reece Walsh,2025-03-01 00:00:00,1,90.07018,14.993159,9.849291,2.8618267
Reece Walsh,2025-03-01 00:00:00,2,42.172092,42.544254,9.457747,-1.2305003
Reece Walsh,2025-03-01 00:00:00,3,27.68278,38.86932,1.9710604,-3.996325
Reece Walsh,2025-03-01 00:00:00,4,59.23503,12.569011,8.753633,1.3377904
Reece Walsh,2025-03-01 00:00:00,5,91.236336,4.051923,7.044936,3.8013136
Reece Walsh,2025-03-01 00:00:00,6,21.06622,41.096436,4.5384655,3.877535
Reece Walsh,2025-03-01 00:00:00,7,62.296658,51.931076,5.40611,4.576635
Reece Walsh,2025-03-01 00:00:00,8,63.15602,35.591293,8.496002,3.6770546
Reece Walsh,2025-03-01 00:00:00,9,73.3113,15.420539,4.801349,-4.978591
Payne Haas,2025-03-01 00:00:00,0,13.156769,45.323494,3.7320738,-1.1975883
Payne Haas,2025-03-01 00:00:00,1,71.5825,5.4471893,4.932475,3.1854258
Payne Haas,2025-03-01 00:00:00,2,90.90325,30.044691,5.791298,-1.3374699
Payne Haas,2025-03-01 00:00:00,3,17.968311,11.108939,1.8907765,1.015485
Payne Haas,2025-03-01 00:00:00,4,23.754332,12.543216,9.009077,1.0631695
Payne Haas,2025-03-01 00:00:00,5,97.13951,13.755988,6.7418694,-1.349747
Payne Haas,2025-03-01 00:00:00,6,18.097694,26.29608,6.3326893,4.0447392
Payne Haas,2025-03-01 00:00:00,7,85.43851,3.478214,0.9949623,0.032283455
Payne Haas,2025-03-01 00:00:00,8,49.227787,27.049953,6.0417395,-0.35215795
Payne Haas,2025-03-01 00:00:00,9,24.723108,34.79611,1.2096066,4.975137
Payne Haas,2025-03-01 00:00:00,0,87.07499,32.86401,0.78697675,-0.06499636
Payne Haas,2025-03-01 00:00:00,1,44.530525,26.02932,5.273109,-3.2160175
Payne Haas,2025-03-01 00:00:00,2,51.481735,57.06197,4.0278554,0.13069423
Payne Haas,2025-03-01 00:00:00,3,35.923336,9.8822155,5.8881025,3.1401672
Payne Haas,2025-03-01 00:00:00,4,59.295086,34.38738,0.8922217,2.7686033
Payne Haas,2025-03-01 00:00:00,5,16.352386,4.2188163,4.3098307,2.8858178
Payne Haas,2025-03-01 00:00:00,6,39.108154,4.8385863,1.7478671,2.0802379
Payne Haas,2025-03-01 00:00:00,7,96.94123,39.022877,9.871001,-2.4578216
Payne Haas,2025-03-01 00:00:00,8,25.813343,38.489254,5.611502,3.6208408
Payne Haas,2025-03-01 00:00:00,9,65.67367,59.70628,6.8743687,3.9344347
Payne Haas,2025-03-01 00:00:00,0,32.519005,37.93541,3.2541828,-3.058473
Payne Haas,2025-03-01 00:00:00,1,77.34731,65.26579,0.9473891,-3.6954436
Payne Haas,2025-03-01 00:00:00,2,13.087366,3.3112497,9.758709,4.7560496
Payne Haas,2025-03-01 00:00:00,3,96.9821,6.6645226,2.8625903,3.6832397
Payne Haas,2025-03-01 00:00:00,4,45.378956,2.9964786,4.238082,3.9323614
Payne Haas,2025-03-01 00:00:00,5,23.605047,12.598825,6.498639,3.8637638
Payne Haas,2025-03-01 00:00:00,6,7.3496747,36.806366,0.24697298,0.41686824
Payne Haas,2025-03-01 00:00:00,7,16.97579,43.898907,8.1025915,1.4640174
Payne Haas,2025-03-01 00:00:00,8,51.977394,3.0997908,5.365782,0.4536285
Payne Haas,2025-03-01 00:00:00,9,33.700317,64.32602,2.782172,-4.4879365
Payne Haas,2025-03-01 00:00:00,0,82.888336,57.267246,0.61607987,2.455031
Payne Haas,2025-03-01 00:00:00,1,43.088753,20.16965,1.6249841,0.053320333
Payne Haas,2025-03-01 00:00:00,2,24.871428,5.248752,8.950338,1.4770907
Payne Haas,2025-03-01 00:00:00,3,61.7145,11.552321,6.8602424,0.02639805
Payne Haas,2025-03-01 00:00:00,4,70.67772,8.63222,2.4990172,-0.081886776
Payne Haas,2025-03-01 00:00:00,5,16.704191,8.383297,0.65600765,-3.282109
Payne Haas,2025-03-01 00:00:00,6,16.76192,35.262196,6.906153,-2.2128627
Payne Haas,2025-03-01 00:00:00,7,3.6671426,16.717627,5.724077,-3.411473
Payne Haas,2025-03-01 00:00:00,8,73.6402,24.3535,4.045195,-3.043337
Payne Haas,2025-03-01 00:00:00,9,66.380455,67.28636,3.6361146,4.729774
Payne Haas,2025-03-01 00:00:00,0,47.46309,46.533367,2.1681428,-3.4688656
Payne Haas,2025-03-01 00:00:00,1,84.417046,64.530685,6.6961126,-2.3072958
Payne Haas,2025-03-01 00:00:00,2,80.56702,9.693846,9.70668,0.9058966
Payne Haas,2025-03-01 00:00:00,3,58.535435,25.985485,1.7571524,1.1017858
Payne Haas,2025-03-01 00:00:00,4,86.827126,37.721764,5.971166,-3.4602587
Payne Haas,2025-03-01 00:00:00,5,20.584122,5.219548,4.2418504,2.9371743
Payne Haas,2025-03-01 00:00:00,6,11.191962,0.28474617,4.466887,2.8520286
Payne Haas,2025-03-01 00:00:00,7,26.97496,45.589535,2.541473,-2.626823
Payne Haas,2025-03-01 00:00:00,8,5.7086854,43.643726,8.2513485,-2.113337
Payne Haas,2025-03-01 00:00:00,9,53.11695,27.93364,4.852556,4.3798785
Payne Haas,2025-03-01 00:00:00,0,93.66057,33.295795,5.4340587,3.2567143
Payne Haas,2025-03-01 00:00:00,1,3.934354,28.250124,3.047609,1.9779704
Payne Haas,2025-03-01 00:00:00,2,12.210992,1.632343,1.8180846,-4.1776676
Payne Haas,2025-03-01 00:00:00,3,45.219902,22.80527,0.85910386,-0.8173592
Payne Haas,2025-03-01 00:00:00,4,93.387505,12.041594,7.1411915,0.5930187
Payne Haas,2025-03-01 00:00:00,5,31.61561,6.692845,1.9623429,-3.1258872
Payne Haas,2025-03-01 00:00:00,6,50.72348,65.05699,6.9007535,-0.51773417
Payne Haas,2025-03-01 00:00:00,7,4.1572857,40.756462,3.9037645,1.0102588
Payne Haas,2025-03-01 00:00:00,8,14.83432,49.548626,4.157748,-1.7262332
Payne Haas,2025-03-01 00:00:00,9,98.66301,21.444735,4.691775,2.8094482
Payne Haas,2025-03-01 00:00:00,0,96.51187,26.734005,3.6770852,3.4044957
Payne Haas,2025-03-01 00:00:00,1,0.49399808,16.110832,1.0061997,-1.7639053
Payne Haas,2025-03-01 00:00:00,2,95.181175,6.5936656,3.096318,3.3865716
Payne Haas,2025-03-01 00:00:00,3,63.911995,12.174151,6.6373434,-3.9642344
Payne Haas,2025-03-01 00:00:00,4,86.79183,54.230953,6.657844,3.377291
Payne Haas,2025-03-01 00:00:00,5,45.473984,46.073116,2.8622432,-3.4724958
Payne Haas,2025-03-01 00:00:00,6,51.559605,37.191162,4.601026,-4.1707287
Payne Haas,2025-03-01 00:00:00,7,48.88466,32.30611,1.9344723,1.417754
Payne Haas,2025-03-01 00:00:00,8,66.686424,62.725533,2.103721,-0.28062636
Payne Haas,2025-03-01 00:00:00,9,13.965125,4.9459763,0.23047088,4.078906
Payne Haas,2025-03-01 00:00:00,0,2.997359,19.080854,8.967465,-1.368108
Payne Haas,2025-03-01 00:00:00,1,30.792994,23.795774,2.1070666,-2.1284773
Payne Haas,2025-03-01 00:00:00,2,70.46808,53.204956,2.275339,0.0073490613
Payne Haas,2025-03-01 00:00:00,3,20.185345,67.491,2.7960143,-0.44053814
Payne Haas,2025-03-01 00:00:00,4,67.34325,16.365595,1.2740808,-1.5557195
Payne Haas,2025-03-01 00:00:00,5,96.9912,59.4529,6.3926287,1.937413
Payne Haas,2025-03-01 00:00:00,6,9.390072,56.48235,0.75142956,2.5956182
Payne Haas,2025-03-01 00:00:00,7,67.26021,15.276703,1.3420242,3.5298398
Payne Haas,2025-03-01 00:00:00,8,44.375023,27.154615,6.4475675,4.728566
Payne Haas,2025-03-01 00:00:00,9,86.814224,27.857756,3.3966062,-2.3334382
Payne Haas,2025-03-01 00:00:00,0,17.71498,66.519005,7.0794783,2.160935
Payne Haas,2025-03-01 00:00:00,1,69.262596,12.30065,5.5742474,-1.0574176
Payne Haas,2025-03-01 00:00:00,2,83.81153,54.342743,2.5602117,1.7708197
Payne Haas,2025-03-01 00:00:00,3,94.46142,22.725105,6.5082793,-0.2401831
Payne Haas,2025-03-01 00:00:00,4,68.32481,49.699184,1.1627368,4.9377313
Payne Haas,2025-03-01 00:00:00,5,49.717476,28.56075,5.364104,2.2890213
Payne Haas,2025-03-01 00:00:00,6,61.784725,39.328465,4.371481,4.524913
Payne Haas,2025-03-01 00:00:00,7,86.890495,56.6176,2.6787357,3.3496954
Payne Haas,2025-03-01 00:00:00,8,57.060974,54.683258,6.04005,4.0290103
Payne Haas,2025-03-01 00:00:00,9,3.038706,58.916775,8.713336,3.144192
Payne Haas,2025-03-01 00:00:00,0,93.09487,4.053978,9.989047,-0.4084087
Payne Haas,2025-03-01 00:00:00,1,68.952675,47.059437,6.0776277,-2.4821155
Payne Haas,2025-03-01 00:00:00,2,67.65134,9.519141,4.0470586,-1.2967982
Payne Haas,2025-03-01 00:00:00,3,21.567514,28.275663,2.252071,-4.7976375
Payne Haas,2025-03-01 00:00:00,4,65.88855,37.304012,2.570961,0.23993167
Payne Haas,2025-03-01 00:00:00,5,39.38644,27.386286,4.79455,0.050578002
Payne Haas,2025-03-01 00:00:00,6,65.1233,35.333595,3.672777,0.25250465
Payne Haas,2025-03-01 00:00:00,7,10.659303,67.76379,9.138145,4.740312
Payne Haas,2025-03-01 00:00:00,8,65.78453,9.1947775,3.6829548,4.11454
Payne Haas,2025-03-01 00:00:00,9,99.941376,45.93101,3.7344458,-3.382872
Patrick Carrigan,2025-03-01 00:00:00,0,4.8212037,26.928066,3.835345,-1.3111748
Patrick Carrigan,2025-03-01 00:00:00,1,97.717415,9.044666,8.366202,-0.7604382
Patrick Carrigan,2025-03-01 00:00:00,2,40.690796,10.7941,6.507883,-1.3946708
Patrick Carrigan,2025-03-01 00:00:00,3,87.07535,64.55057,6.1416883,2.9849596
Patrick Carrigan,2025-03-01 00:00:00,4,78.23855,59.8129,3.3414302,0.2403767
Patrick Carrigan,2025-03-01 00:00:00,5,56.701626,61.678852,8.179042,0.72099817
Patrick Carrigan,2025-03-01 00:00:00,6,73.84492,67.42423,0.38363862,3.5301356
Patrick Carrigan,2025-03-01 00:00:00,7,87.851555,14.165446,8.707972,3.0592816
Patrick Carrigan,2025-03-01 00:00:00,8,40.414032,24.169874,5.127499,-3.6778848
Patrick Carrigan,2025-03-01 00:00:00,9,32.703316,45.506893,3.9825025,2.1391459
Patrick Carrigan,2025-03-01 00:00:00,0,66.75934,32.89857,4.971673,-0.6456387
Patrick Carrigan,2025-03-01 00:00:00,1,80.78459,28.450489,6.674155,-2.053511
Patrick Carrigan,2025-03-01 00:00:00,2,76.228516,24.331165,0.12765427,-4.4998116
Patrick Carrigan,2025-03-01 00:00:00,3,79.781364,40.377083,8.715519,-0.1275044
Patrick Carrigan,2025-03-01 00:00:00,4,43.55833,39.140354,4.4673953,-1.4456332
Patrick Carrigan,2025-03-01 00:00:00,5,81.783424,10.979133,3.429665,-2.4848697
Patrick Carrigan,2025-03-01 00:00:00,6,12.0209055,32.07831,1.3824557,1.9467173
Patrick Carrigan,2025-03-01 00:00:00,7,54.44891,37.63608,4.394654,2.6948538
Patrick Carrigan,2025-03-01 00:00:00,8,0.57586604,38.77951,4.9632277,-2.5521047
Patrick Carrigan,2025-03-01 00:00:00,9,32.458584,14.287289,4.036467,-4.5055256
Patrick Carrigan,2025-03-01 00:00:00,0,36.646152,50.474453,6.786601,3.487527
Patrick Carrigan,2025-03-01 00:00:00,1,39.617268,1.7135384,4.2089653,-4.9004025
Patrick Carrigan,2025-03-01 00:00:00,2,69.54672,24.128567,9.614176,4.3711247
Patrick Carrigan,2025-03-01 00:00:00,3,38.85581,53.05446,5.992775,1.2761987
Patrick Carrigan,2025-03-01 00:00:00,4,44.86936,38.34472,8.0747795,-1.7815336
Patrick Carrigan,2025-03-01 00:00:00,5,23.754414,17.759045,1.093559,-2.5352209
Patrick Carrigan,2025-03-01 00:00:00,6,37.32518,47.256813,3.972913,-4.9099436
Patrick Carrigan,2025-03-01 00:00:00,7,22.726963,38.582584,3.368477,-2.6452858
Patrick Carrigan,2025-03-01 00:00:00,8,7.3195925,54.144566,5.6948237,-3.622717
Patrick Carrigan,2025-03-01 00:00:00,9,60.34486,49.981712,8.6111355,1.1216623
Patrick Carrigan,2025-03-01 00:00:00,0,66.82128,41.48734,0.7833822,-3.3345442
Patrick Carrigan,2025-03-01 00:00:00,1,61.949036,33.196083,0.725748,0.28629836
Patrick Carrigan,2025-03-01 00:00:00,2,46.349403,9.056384,8.503177,0.90116423
Patrick Carrigan,2025-03-01 00:00:00,3,37.978577,17.770645,2.128501,-2.019583
Patrick Carrigan,2025-03-01 00:00:00,4,86.33337,28.498764,6.6875324,-4.6493506
Patrick Carrigan,2025-03-01 00:00:00,5,51.90818,40.75235,5.4287815,-4.627461
Patrick Carrigan,2025-03-01 00:00:00,6,47.918186,34.932133,8.328936,-4.7365265
Patrick Carrigan,2025-03-01 00:00:00,7,2.5642066,19.596548,1.2508891,2.3912466
Patrick Carrigan,2025-03-01 00:00:00,8,34.124783,0.43957633,1.2978296,-1.8199029
Patrick Carrigan,2025-03-01 00:00:00,9,38.01956,33.744267,5.5681834,2.963002
Patrick Carrigan,2025-03-01 00:00:00,0,39.88228,19.422567,9.463786,-0.6826718
Patrick Carrigan,2025-03-01 00:00:00,1,58.01724,49.953365,4.1499777,-0.47001898
Patrick Carrigan,2025-03-01 00:00:00,2,53.360256,1.6283461,3.269421,0.12882602
Patrick Carrigan,2025-03-01 00:00:00,3,60.79051,39.76829,6.066893,2.1303146
Patrick Carrigan,2025-03-01 00:00:00,4,76.48833,64.02025,9.304486,-2.2649713
Patrick Carrigan,2025-03-01 00:00:00,5,81.29858,11.85983,8.369278,-3.7841265
Patrick Carrigan,2025-03-01 00:00:00,6,71.81231,32.072166,9.954836,0.56057334
Patrick Carrigan,2025-03-01 00:00:00,7,95.55237,6.2166953,0.22568583,-1.7302238
Patrick Carrigan,2025-03-01 00:00:00,8,1.8232583,42.54637,1.1285814,-0.5750869
Patrick Carrigan,2025-03-01 00:00:00,9,19.577799,37.436153,6.0946774,1.469467
Patrick Carrigan,2025-03-01 00:00:00,0,0.7562875,27.700855,8.205765,-0.05874259
Patrick Carrigan,2025-03-01 00:00:00,1,64.747475,35.453636,2.8524435,1.2027881
Patrick Carrigan,2025-03-01 00:00:00,2,89.803055,60.967075,2.3921108,0.44200003
Patrick Carrigan,2025-03-01 00:00:00,3,24.34823,13.348013,7.869758,2.3979638
Patrick Carrigan,2025-03-01 00:00:00,4,92.70345,1.5343868,0.5638185,2.0593662
Patrick Carrigan,2025-03-01 00:00:00,5,6.026739,58.593212,3.6938264,0.34189892
Patrick Carrigan,2025-03-01 00:00:00,6,93.4436,39.24396,5.058092,1.7890302
Patrick Carrigan,2025-03-01 00:00:00,7,35.16227,60.564774,5.6034865,3.735596
Patrick Carrigan,2025-03-01 00:00:00,8,10.142083,40.592274,7.2861514,-0.6772871
Patrick Carrigan,2025-03-01 00:00:00,9,48.587177,55.090954,3.5484571,-0.8723693
Patrick Carrigan,2025-03-01 00:00:00,0,25.677656,29.217789,6.1268435,2.6424563
Patrick Carrigan,2025-03-01 00:00:00,1,28.48729,50.990475,5.853754,0.8255384
Patrick Carrigan,2025-03-01 00:00:00,2,30.728996,62.08682,5.476161,-4.2899323
Patrick Carrigan,2025-03-01 00:00:00,3,80.30259,38.90436,6.404833,3.9211202
Patrick Carrigan,2025-03-01 00:00:00,4,53.916126,12.29339,2.5944917,-4.692169
Patrick Carrigan,2025-03-01 00:00:00,5,31.13077,18.278238,0.8464875,2.4839635
Patrick Carrigan,2025-03-01 00:00:00,6,61.03338,13.507832,1.1927167,2.5879414
Patrick Carrigan,2025-03-01 00:00:00,7,71.61507,16.786278,2.2458239,4.531111
Patrick Carrigan,2025-03-01 00:00:00,8,27.2624,20.83625,5.0019794,-4.458656
Patrick Carrigan,2025-03-01 00:00:00,9,41.35491,37.749096,8.404428,0.9685686
Patrick Carrigan,2025-03-01 00:00:00,0,12.188609,39.98343,7.0129333,-0.7215943
Patrick Carrigan,2025-03-01 00:00:00,1,18.114935,29.001984,7.890406,-1.6936704
Patrick Carrigan,2025-03-01 00:00:00,2,68.111786,41.848614,3.5097563,-4.0968146
Patrick Carrigan,2025-03-01 00:00:00,3,18.143835,5.547095,4.0465374,0.6265412
Patrick Carrigan,2025-03-01 00:00:00,4,52.51634,5.9696,3.9368188,-0.20959274
Patrick Carrigan,2025-03-01 00:00:00,5,70.904625,11.684403,1.9187318,-3.9544554
Patrick Carrigan,2025-03-01 00:00:00,6,10.687693,35.22927,0.6121666,1.1248951
Patrick Carrigan,2025-03-01 00:00:00,7,56.73122,14.551639,5.909161,2.3795311
Patrick Carrigan,2025-03-01 00:00:00,8,25.656279,19.26334,9.892167,2.672783
Patrick Carrigan,2025-03-01 00:00:00,9,96.29269,27.221273,1.668297,4.053732
Patrick Carrigan,2025-03-01 00:00:00,0,48.354565,55.206898,0.4668482,-0.9052926
Patrick Carrigan,2025-03-01 00:00:00,1,80.59926,0.9426252,7.7953167,4.530728
Patrick Carrigan,2025-03-01 00:00:00,2,55.022655,44.15776,2.52586,3.654294
Patrick Carrigan,2025-03-01 00:00:00,3,4.3412533,45.483604,8.296438,-2.0349844
Patrick Carrigan,2025-03-01 00:00:00,4,63.315136,54.308594,7.0393667,-3.4071696
Patrick Carrigan,2025-03-01 00:00:00,5,95.140335,63.4272,9.456736,-0.64610606
Patrick Carrigan,2025-03-01 00:00:00,6,60.161182,1.3693737,4.0892725,-0.98101294
Patrick Carrigan,2025-03-01 00:00:00,7,81.918884,10.457292,6.6196985,0.757193
Patrick Carrigan,2025-03-01 00:00:00,8,88.42065,60.259647,4.6485476,0.8338623
Patrick Carrigan,2025-03-01 00:00:00,9,22.807978,31.179262,6.3058867,2.4998698
Patrick Carrigan,2025-03-01 00:00:00,0,21.204485,38.392162,4.495989,0.09889948
Patrick Carrigan,2025-03-01 00:00:00,1,61.0981,45.08585,1.8863225,-3.9517736
Patrick Carrigan,2025-03-01 00:00:00,2,41.102848,46.17653,5.0789742,3.5829134
Patrick Carrigan,2025-03-01 00:00:00,3,83.98613,63.35835,5.285842,-1.9023541
Patrick Carrigan,2025-03-01 00:00:00,4,90.00231,67.79256,8.106038,4.7129745
Patrick Carrigan,2025-03-01 00:00:00,5,35.342136,48.970707,7.355207,-3.821399
Patrick Carrigan,2025-03-01 00:00:00,6,23.687056,19.531042,6.637916,4.582512
Patrick Carrigan,2025-03-01 00:00:00,7,78.05255,59.823162,1.133871,-4.089882
Patrick Carrigan,2025-03-01 00:00:00,8,27.480604,3.3470223,7.206163,-2.6896386
Patrick Carrigan,2025-03-01 00:00:00,9,82.26143,15.713498,5.0030518,-4.5342007
Ezra Mam,2025-03-25 05:20:00,0,42.373825,61.02223,8.940995,2.0511315
Ezra Mam,2025-03-25 05:20:00,1,66.75499,17.421022,9.1987095,3.5029874
Ezra Mam,2025-03-25 05:20:00,2,9.553532,15.004272,0.5515659,-0.6592892
Ezra Mam,2025-03-25 05:20:00,3,62.385933,9.39252,8.206415,4.2852206
Ezra Mam,2025-03-25 05:20:00,4,45.17677,58.419598,0.3769739,0.9029907
Ezra Mam,2025-03-25 05:20:00,5,58.660847,34.003963,3.6716962,1.3000714
Ezra Mam,2025-03-25 05:20:00,6,16.80142,45.89274,5.423,3.454192
